SHELF,URL,TITLE,AUTHOR,ILLUSTRATOR,YEAR,PUBLISHER,RATING,TOTAL_RATING,TOTAL_REVIEW,GENRES,DESCRIPTION,IMAGE_FILE,image_ok,brightness_mean,saturation_mean,warna_1,warna_pct_1,warna_h_1,warna_s_1,warna_v_1,warna_hex_1,warna_2,warna_pct_2,warna_h_2,warna_s_2,warna_v_2,warna_hex_2,warna_3,warna_pct_3,warna_h_3,warna_s_3,warna_v_3,warna_hex_3,warna_4,warna_pct_4,warna_h_4,warna_s_4,warna_v_4,warna_hex_4,warna_5,warna_pct_5,warna_h_5,warna_s_5,warna_v_5,warna_hex_5,warna_kategori,hue_dominant,teks_coverage,n_region_teks,ocr_teks,judul_match_score,error_modul_b,yolo_n_objek,yolo_objek,yolo_objek_unik,yolo_ada_manusia,detr_ada_manusia,detr_objek_n,detr_objek_list,gaya_ilustrasi,gaya_skor,gaya_prob_photograph,gaya_prob_hand_drawn,gaya_prob_abstract,gaya_prob_flat_graphic,gaya_prob_text_dominant,ocr_text,ocr_confidence,ocr_zone,clip_font_1,clip_score_1,clip_cat_1,clip_font_2,clip_score_2,clip_cat_2,clip_font_3,clip_score_3,clip_cat_3,clip_font_4,clip_score_4,clip_cat_4,clip_font_5,clip_score_5,clip_cat_5,clip_margin,tipe_font,font_source,match_type,typeface_kategori,typeface_low_conf,typeface_paper,typeface_paper_source,typeface_paper_low_conf
puisi-asli,https://www.goodreads.com/book/show/31118309-warna-warni-kehidupan,Warna-warni Kehidupan: Sebuah Kumpulan Puisi,Martin Aristo Cahyadi,,2016,Cahaya Atma Pustaka,0.0,0,0,"Sastra Indonesia, Puisi","“Ada waktunya...
Tetesan air jatuh dengan lebatya
Guntur jua petir menggikutinya
Daratan tertidur Oleh karnanya
Gerutu tersirat di dalamnya
Namun ingatlah...
Air adalah anugrah-Nya”",2016_Warna-warni_Kehidupan_Sebuah_Kumpulan_Puisi.jpg,True,0.8784,0.1995,oranye,47.18,22.87,39.34,247.27,#f7edd1,kuning,26.92,32.05,56.99,233.94,#e6e9b6,oranye,12.64,22.89,53.88,197.66,#c5ba9c,oranye,9.35,19.74,67.24,158.61,#9e8f74,oranye,3.91,15.84,98.84,115.55,#735d47,oranye,22.87,0.7179,963.0,"Jan  yo  A  Aud  Martin Aristo Cahyadi:  4  Valentina Elsa,  a  kki  Jumirah: Angga Prasetyo  Ne  ""RAIN  Warna-warni  Kehidupan  Sebuah Kumpulan Puisi  her  cox  a  ee  Da.  “i  RS  (AA  at  chee  AS ",9.545.454.545.454.540,name 'analyze_typography' is not defined,0,,0,False,False,0,,photograph,0.4891,0.4891,0.1642,0.1922,0.0352,0.1103,Warna-warni Kumpulan,0.791,full,Kalam,0.2907,script,Kiwi Maru,0.2868,script,Kepler Std,0.2826,humanist_serif,Kaushan Script,0.2817,script,Rozha One,0.2813,modern_serif,0.0039,Kalam,Google Fonts,clip,script,True,Script,from_existing,True
fiksi,https://www.goodreads.com/book/show/2382811.Wasiat_Terakhir_Bapak,Wasiat Terakhir Bapak,Ekky Imanjaya Malaky,,2007,FBA Press,2.71,21,3,"Sastra Indonesia, Fiksi","Bapak meninggal. Kejadian itu saja sudah menjadi pukulan berat bagi Iput. Anak bungsu yang manja, dan sehari-hari teramat dekat dengan Bapak.
Nyatanya, masih ada kejutan lain yang disimpan almarhum Bapak. Kejutan yang membuat Iput gamang. Ia tahu Bapak punya alasan kuat di balik wasiatnya. Tapi di sisi lain,s ungguh sulit bagi Iput untuk menerima permintaan Bapak.
Lalu siapa Aji? Yang kehadirannya dulu sempat nyaris membawa kehancuran pada perkawianna Bapak dan Ibu? Benarkah lelaki itu sesungguhnya anak Bapak yang lain? Dan apa sebenarnya wasiat Bapak pada mereka?
Itulah cuplikan cerita yang bisa kita temui dalam kumpulan cerpen islami Wasiat Terakhir Bapak. Selain itu masih ada Berteman dengan Kematian, Virus, Panggil Saja Dia Obet, Fatwa, dan kisah-kisah islami lainnya. Fakta bahwa ketig",2007_Wasiat_Terakhir_Bapak.jpg,True,0.7598,0.2382,putih,34.02,14.23,23.28,235.97,#ebe0d6,oranye,30.4,12.65,63.06,217.93,#d9b9a3,biru,18.2,118.72,124.41,107.0,#363a6a,oranye,12.46,14.96,76.22,159.08,#9f8670,ungu,4.92,149.51,30.82,161.23,#a08ea1,putih,14.23,0.718,744.0,"ANA Ls a  Ibrahim » Wietski  GO  nsual  LY  LE  YW Ud,  Terakhir  Bapak  >  Ny  |.  Ni  3  Editor  ASN  a Of  AN",7.142.857.142.857.140,,2,person,1,True,True,1,person,photograph,0.8477,0.8477,0.1039,0.0077,0.0266,0.0055,Bapak Terakhir,0.816,full,Rozha One,0.2916,modern_serif,Rajdhani,0.2615,display,Kaushan Script,0.2569,script,Kalam,0.2556,script,GFS Didot,0.2553,modern_serif,0.0301,Rozha One,CLIP_only,clip_unlisted,modern_serif,False,Serif,from_existing,False
fiksi,https://www.goodreads.com/book/show/42086685-way-back-into-love,Way Back into Love,Fitri Gita Cinta,,2017,Cabaca.id,4.0,3,1,"Sastra Indonesia, Fiksi","Ayahnya pernah bilang, tidak semua perempuan sama seperti ibumu. Pasti ada satu gadis yang mencintaimu dan bersedia hidup bersamamu sampai kematian memisahkan kalian. Maliq berusaha mempercayainya. Namun perasaan tidak aman kerap kali menghantuinya setiap kali menjalin hubungan dengan perempuan. Maliq bahkan belum pernah jatuh cinta seperti yang diperkirakan kebanyakan orang hanya karena lebih sering melihatnya berganti pacar. Dulu. Sewaktu Maliq menganggap meninggalkan pacar-pacarnya pada saat mereka sedang jatuh cinta sejatuh-jatuhnya akan memberinya kepuasan tersendiri.
Sampai suatu ketika, lelaki itu bertemu dengan perempuan pemilik toko kerajinan tangan di seberang toko aquascape-nya. Namanya Shena. Di hadapan perempuan itu, lidahnya terasa kelu. Ia bahkan sangat gugup ketika Shena me",2017_Way_Back_into_Love.jpg,True,0.7453,0.4123,oranye,64.82,20.65,71.33,229.59,#e5d0a5,oranye,10.65,21.18,162.35,209.5,#d1a94c,kuning,9.89,32.73,222.42,54.54,#333607,kuning,8.12,30.8,87.19,58.12,#3a3a26,oranye,6.51,20.14,192.06,135.0,#866421,oranye,20.65,0.7706,1188.0,=  SY way  — back  —  Se  into  love  Fitri Gita Cinta  1,61.111.111.111.111.100,,0,,0,False,False,0,,text_dominant,0.7652,0.0312,0.0569,0.0161,0.0677,0.7652,Back,0.856,full,Pixelify Sans,0.2719,display,Homemade Apple,0.2671,script,Cookie,0.2661,script,Indie Flower,0.2649,script,Great Vibes,0.2643,script,0.0048,Pixelify Sans,CLIP_only,clip_unlisted,display,True,Fancy,from_existing,True
fiksi,https://www.goodreads.com/book/show/34672914-ways-to-love,Ways to Love,Ulianne,,2017,Elex Media Komputindo,2.59,27,7,"Sastra Indonesia, Fiksi","Di usianya yang telah melewati kepala tiga, Fae berusaha untuk memilki teman hidup, tapi sayangnya bukan calon suami yang diingingkannya. Dia lebih menginginkan seorang anak yang diyakininya lebih setia daripada seorang suami.
Ketika akhirnya apa yang diinginkannya tercapai setelah pertemuannya dengan seorang pria bernama Peter Pramuwidjaja. Pengaruh alkohol yang kuat membuat semuanya terjadi begitu saja dan berakhir dengan Fae yang lebih dahulu meninggalkan Peter begitu saja tanpa pamit.
Lima tahun kemudian mereka bertemu kembali. Tapi dengan keadaan dan situasi yang berbeda. Akankah takdir mempertemukan mereka dan berakhir bahagia?",2017_Ways_to_Love.jpg,True,0.9246,0.1011,putih,66.48,1.64,1.05,252.58,#fcfbfb,putih,9.59,98.73,9.63,240.06,#e8eef0,putih,9.2,165.66,19.86,239.63,#efdde6,merah,7.96,176.59,176.31,183.42,#b7394a,biru,6.77,104.92,122.72,121.02,#3f5e79,putih,1.64,0.6695,1364.0,"e  to  yo.""  Ng  “  eee  0  va  a novel by  2  as >  di TGs",50.0,,1,wine glass,1,False,False,1,cake,flat_graphic,0.3619,0.1638,0.1361,0.007,0.3619,0.2282,Uays Clanne,0.832,full,Passion One,0.2684,display,Rajdhani,0.267,display,Over the Rainbow,0.2656,script,Lilita One,0.2647,display,Michroma,0.2644,display,0.0014,Passion One,CLIP_only,clip_unlisted,display,True,Fancy,from_existing,True
fiksi,https://www.goodreads.com/book/show/50821538-wedding-agreement,Wedding Agreement,Mia Chuz,,2018,Naniko Publisher,3.85,498,53,"Sastra Indonesia, Roman, Fiksi, Novel","“Apa ini?” Tari menatap lembaran kertas di meja dengan dahi mengernyit.
“Kesepakatan pernikahan selama kita menikah,” terang Bian datar.
Alis Tari bertaut. “Aku masih belum mengerti.”
“Kita menikah karena menuruti kemauan orangtua, bukan cinta. Kamu tidak berencana untuk menikah selamanya, bukan?”
Tari tertegun. Tentu saja ia berencana menikah untuk selamanya. Baginya menikah itu ibadah, bukan perkara main-main. “Maksud kamu, kita menikah hanya sementara, lalu pisah?”
Bian mengangguk. Tari hendak membuka mulut dan memprotes, tetapi diurungkannya.
“Kamu punya kamar sendiri, aku juga. Lantai atas adalah area pribadiku, kuharap kamu tidak naik ke sana,” jelasnya.
Tari diam mendengarkan.
“Aku akan mengurus keperluanku, kamu mengurus keperluanmu. Anggap saja kita dua orang asing yang hidup di b",2018_Wedding_Agreement.jpg,True,0.9109,0.0706,putih,60.8,2.62,1.65,241.54,#f1f0f0,putih,21.5,124.14,4.19,240.08,#edecf0,oranye,8.88,15.47,50.99,168.57,#a89887,merah,5.14,173.69,85.05,224.86,#e095a7,oranye,3.68,14.18,195.66,198.04,#c6752f,putih,2.62,0.5259,502.0,"ta  Mia Chuz  ""  NX)  ddi  iy  Nrcemen  “Masya Allah. Penulisan yang cerdas.  membawa larut  cerita  (Ratu Anandita, Presenter dan Ibu Rumah Tangga!  menda  Islam tanpa menggurul.”  aa",5.294.117.647.058.820,,0,,0,False,False,1,cake,photograph,0.3238,0.3238,0.2629,0.009,0.2478,0.0716,AAgreement,0.695,full,Rajdhani,0.2779,display,Michroma,0.2761,display,Over the Rainbow,0.275,script,Amatic SC,0.2722,display,Indie Flower,0.2705,script,0.0018,Agreement,DaFont,ocr_partial,unknown,False,Fancy,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/34358490-wedding-crasher,Wedding Crasher,Astrid Zeng,,2017,Gramedia Pustaka Utama,3.54,90,22,"Sastra Indonesia, Roman, Fiksi","Yang aku lakukan setelah putus cinta adalah menyelinap ke acara pernikahan sebagai tamu tak diundang. Yes! I'm the wedding crasher. Aku menyelinap masuk ke pernikahan-pernikahan sebagai designer yang mencari mangsa. Di mana lagi aku bisa mempromosikan desainku dengan cuma-cuma (dapat makan lagi!) kalau bukan di acara penikahan mewah, tempat para wanita sosialita berdandan habis-habisan. Dan aku muncul dengan mengenakan gaun karyaku, memancing rasa kagum bagi mereka yang tertarik. Saat itulah, aku akan mengeluarkan kartu namaku dan bisa tersenyum bahagia.
Namun, senyumku hilang ketika aku datang ke sebuah resepsi pernikahan, dan yang menghampiriku bukanlah tante-tante calon klien, melainkan seorang laki-laki. Laki-laki yang begitu romantis dan menyita seluruh isi otakku.
Dia menganggap seba",2017_Wedding_Crasher.jpg,True,0.8672,0.1119,putih,54.72,14.14,12.72,230.47,#e6e0db,oranye,31.73,12.79,31.13,210.14,#d2c3b8,oranye,10.8,16.1,71.12,213.17,#d5b99a,oranye,2.45,16.54,151.11,188.84,#bc884d,merah,0.31,168.47,105.61,233.1,#e989af,putih,14.14,0.0793,252.0,"AM@RE  7  Pa  vevvery Tx  pa  c TN  y  FI  -  hak  a  |  $ A  k  79  ASTRID ZENG  MW  dd  11,  ON  Py  oar  Cty,  _ ill  OF",33.333.333.333.333.300,,0,,0,False,False,1,bird,photograph,0.4048,0.4048,0.1084,0.0212,0.3081,0.0771,ASTRID ZENG AMCRE G,0.772,full,Michroma,0.2888,display,Press Start 2P,0.2881,display,Abril Fatface,0.288,display,Lilita One,0.2872,display,Almendra Display,0.2871,display,0.0007,Astrid,DaFont,ocr_partial,unknown,False,Fancy,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/31118277-wedding-debt,Wedding Debt,Ratinatif,,2016,Penerbit Kata Depan,3.81,197,42,"Sastra Indonesia, Roman, Roman Kontemporer, Novel","Laki-laki tinggi bermata biru itu datang dan mengubah seluruh hidupku. Dia bilang, Ayah berutang lima miliar! Lima miliar, bayangkan apa saja yang bisa kubeli dengan uang sebanyak itu? Laki-laki jahat itu memintaku menikah dengannya, dan utang Ayah akan dianggap lunas.
Masa depanku terjual, tetapi benar-benar tak ada cara lain. Aku tak mau Ayah menanggung semuanya sendirian. Akhirnya, aku rela menikah dengan laki-laki dengan wajah dipenuhi cambang itu. Aku rela demi Ayah dan Mama.
Namun, benarkah semuanya demi Ayah dan Mama? Lalu, mengapa aku jadi begitu resah saat tahu laki-laki itu ternyata menyimpan rahasia? Tentang perempuan bernama Clara dan perempuan lain yang ia tunggu dari masa lalunya?
Aku hanya menikah karena utang Ayah, aku tahu itu. Aku tak akan pernah jatuh cinta kepadanya.
Ki",2016_Wedding_Debt.jpg,True,0.8956,0.2049,putih,40.11,72.95,9.13,242.86,#e9f2ed,merah,31.5,5.47,109.01,234.27,#ea9786,kuning,19.84,28.76,33.81,220.5,#dcdac0,kuning,6.62,27.94,87.52,148.94,#948f62,merah,1.94,171.65,90.9,185.65,#b9788b,putih,72.95,0.5932,1377.0,"an  -  2 Ratinatie~,  2 LM  af  wedding  3  ebi  cee dicen a!  Nasi r  lh  | K  4  ah  Ye  59,  “|  Pn  » KW)",6.666.666.666.666.660,,0,,0,False,False,1,refrigerator,flat_graphic,0.4415,0.2477,0.1729,0.0024,0.4415,0.0898,RatinatiF K Telsh JUTA,0.62,full,Abril Fatface,0.2653,display,Press Start 2P,0.2648,display,Pirata One,0.2615,display,Almendra Display,0.2611,display,Special Elite,0.2601,display,0.0005,Abril Fatface,CLIP_only,clip_unlisted,script,True,Script,from_existing,True
fiksi,https://www.goodreads.com/book/show/25472223-wedding-rush,Wedding Rush,Jenny Thalia Faurine,,2015,Elex Media Komputindo,3.71,198,52,"Sastra Indonesia, Roman, Roman Kontemporer, Persahabatan, Fiksi","Padma memutuskan meninggalkan tiga orang sahabatnya—Rajata, Resita, dan Daka—setelah akhirnya mengetahui kalau perasaannya tidak terbalas pada Rajata. Rajata memberi hatinya pada Resita, dan Padma sadar, tidak mungkin memaksakan perasaannya pada Rajata. Padma bahkan harus meninggalkan keluarganya dan Daka yang sebenarnya siap untuk terus berada di sisinya. Padma tidak ingin merusak hubungan persahabatan mereka.
Butuh waktu lama untuk bisa kembali lagi. Dua tahun di negeri orang sampai akhirnya dia memutuskan kembali pada saat pernikahan Rajata dan Resita. Doa Daka agar Padma segera mendapatkan seseorang yang membantunya menyembuhkan patah hatinya ternyata terkabul. Riko hadir di waktu yang tepat. Tapi … semua terasa tidak benar saat Padma dan Riko memutuskan untuk menikah. Tidak hanya Padm",2015_Wedding_Rush.jpg,True,0.9419,0.3729,kuning,34.35,30.22,30.72,245.62,#f5f5d8,merah,25.25,171.09,109.12,233.95,#e985a3,oranye,19.3,11.58,66.6,241.65,#f1c9b3,hijau,13.44,38.53,244.08,249.53,#b9f90b,kuning,7.66,28.0,147.51,216.08,#d8cc5b,kuning,30.22,0.8758,544.0,>  be  ot AA.  ea >  i  $  a Ti ra  “  %  Ug  Jenny thalia Faurine,33.333.333.333.333.300,,1,cake,1,False,False,1,cake,photograph,0.5393,0.5393,0.0805,0.0113,0.2561,0.0668,Jenny Thalia Faurine Tidak Semua Orang Turut Berbahagia Alas Pernikalanmu,0.67,full,Over the Rainbow,0.287,script,Ruthie,0.2858,script,Crafty Girls,0.2835,script,Michroma,0.2783,display,Press Start 2P,0.2779,display,0.0012,Over the Rainbow,DaFont,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/26073754-wedding-with-converse,Wedding With Converse,Inggrid Sonya,,2015,Diandra Creative,3.89,464,70,"Sastra Indonesia, Roman, Remaja, Fiksi, Novel","Joana membenci Raskal. Raskal menyayangi Joana.
Tapi apa cinta saja cukup untuk membuat dua remaja tersebut melanjutkan hidup mereka?
Mereka tak bisa melepaskan kenangan buruk yang membuat kehidupan mereka berubah secepat ini.
Namun, menerima kenyataan bahwa mereka akan segera menjadi orangtua di usia muda juga bukanlah hal yang mudah...",2015_Wedding_With_Converse.jpg,True,0.8442,0.3019,putih,44.82,20.64,29.02,248.29,#f8efdc,oranye,31.99,14.4,68.75,233.02,#e9c8ab,merah,13.21,7.39,230.73,76.06,#4c1707,oranye,9.38,12.29,120.25,194.03,#c28b67,abu,0.61,169.37,23.9,208.84,#d0bdc4,putih,20.64,0.5147,854.0,i A  inggridsonyay\) |  A  ~  ¥  A  ha  -  ti  |  |  Ts  wiz  iy  .,3.529.411.764.705.880,,2,bed,1,False,False,0,,photograph,0.3779,0.3779,0.132,0.0426,0.1051,0.1733,inggridsonya 1 Waz,0.663,full,Crafty Girls,0.281,script,Covered By Your Grace,0.279,script,Swanky and Moo Moo,0.2761,script,Homemade Apple,0.276,script,Indie Flower,0.2757,script,0.002,Crafty Girls,CLIP_only,clip_unlisted,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/23247060-weh,Weh: Menuntaskan Janji yang Tersisa,Pia Devina,,2014,de TEENS,3.04,27,8,"Sastra Indonesia, Roman, Fiksi","Tami, sang traveler sejati, kehilangan sosok Jeff sebelum mereka menuntaskan perjalanan ketujuh, menuju Pulau Weh. Sebuah petualangan yang pasti takkan lagi sama, tanpa sosok kakak, sahabat, soulmate, atau apa pun itu sebutannya. Seorang diri dia pergi dengan kekosongan, hanya ditemani kenangan-kenangan masa lampau bersama Jeff. Hampir saja dia terkubur dalam kesuraman yang dalam, jika bukan karena keindahan Weh di depan mata, menggoda dengan sedemikian lihainya. Dan pria baru, membawanya perlahan melangkah dalam satu fase kehidupan lain, tapi mungkin saja takkan berlangsung lama, karena... Jeff....
“Tubuhku terasa penuh dengan gumpalan rasa asing yang menjalar dari ujung kaki hingga ujung kepala, yang mungkin hanya halusinasiku saja, sekarang sedang berteriak keras memanggil namaku.”",2014_Weh_Menuntaskan_Janji_yang_Tersisa.jpg,True,0.8472,0.4772,biru,41.62,98.92,132.19,234.65,#71caea,biru,30.84,99.88,74.4,240.97,#aadbf0,biru,18.53,100.93,169.59,177.02,#3c8ab1,biru,4.97,114.45,167.58,94.34,#202d5e,biru,4.04,104.61,98.28,162.38,#6485a2,biru,98.92,0.9022,1023.0,"—  W  ji Setan  Vy, ae  “3  IS  2) TA  IN  WW  PIN  #  2  S  b  “  Rt  4  y  SS  Tn  Pia Devina  (an",40.0,,0,,0,False,False,0,,flat_graphic,0.7668,0.0362,0.0431,0.088,0.7668,0.0523,#TRAVELOVE Pia Dovina,0.792,full,Fredericka the Great,0.2456,display,Amatic SC,0.2449,display,Exo,0.2449,display,VT323,0.2448,display,Uncial Antiqua,0.2446,display,0.0007,Travel,DaFont,ocr_partial,unknown,False,Fancy,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/36322836-welcome-home-rain,"Welcome Home, Rain",Suarcani,,2017,Gramedia Pustaka Utama,3.66,205,72,"Sastra Indonesia, Remaja, Roman, Fiksi, Persahabatan","""Kamu tahu apa bedanya mimpi dan ambisi, Ghi?""
Ghi tidak mau lagi menyanyikan Welcome Home, Rain, lagu duet ciptaan Kei. Sejak pemuda itu memergoki Kei keluar dari kamar hotel dengan bos perusahaan rekaman terkenal, ia tidak lagi mau berhubungan dengan segala hal tentang gadis yang menjadi kekasih sekaligus pasangan duetnya. Toh,
job
menyanyi masih mengalir deras untuk Ghi yang sudah lebih dulu tenar dan dipuja banyak orang.
Bagi Kei, skandal itu menutup pintu mimpinya. Bermain piano dan menyanyi tidak lagi dapat dilakukan tanpa menghadirkan perih di hati. Bahkan omelan Mama yang setiap hari mengisi hari-hari mereka dalam kemiskinan setelah Papa bunuh diri tak mampu memaksanya kembali ke dunia musik.
Hingga tawaran duet di panggung pada hari Valentine itu tiba. Baik Ghi ataupun Kei tidak d","2017_Welcome_Home,_Rain.jpg",True,0.642,0.4815,biru,50.76,105.16,165.27,130.89,#2e5882,putih,18.8,68.65,16.68,245.39,#e6f5ea,biru,14.01,89.73,73.41,174.75,#7caeac,biru,13.0,87.61,190.98,198.87,#32c6b7,hitam,3.43,27.63,18.01,24.73,#181816,biru,105.16,0.6699,1724.0,"MoM  yo ""me  kh ry  aN",5.294.117.647.058.820,,2,"person, stop sign",2,True,True,1,person,collage,0.3152,0.1861,0.2524,0.011,0.0288,0.2065,Young RA,0.737,full,Crafty Girls,0.2695,script,Great Vibes,0.2648,script,Ruthie,0.264,script,Over the Rainbow,0.2615,script,Alex Brush,0.2603,script,0.0047,Young Ranger,DaFont,ocr_partial,unknown,False,Script,weighted_vote,False
fiksi,https://www.goodreads.com/book/show/52891121-welcome-to-the-fandom,Welcome to the Fandom,Utiuts,,2019,Penerbit Clover,3.47,15,4,"Sastra Indonesia, Fiksi","Kisya sudah jadi fangirl boy group K-Pop, Fireen, sejak mereka menemaninya di masa-masa tersulitnya. Mereka pula yang menginspirasinya main musik lagi hingga memulai band sendiri. Kisya senang sekali saat dia berhasil mendapatkan tiket konser dan meet & greet Fireen di Jakarta. Namun, di hari yang sama, band Kisya akan debut di pentas seni sekolah negeri bergengsi. Dia hampir mengorbankan salah satu, jika saja dia tidak ingat bahwa dia adalah seorang Demit yang tinggal di kota sihir, Gandaloka. Sayangnya, Kisya belum tahu bahwa sihir pun tidak bisa menyelesaikan semua masalah.
Walaupun tampak seperti kota biasa, Gandaloka menyimpan kekuatan sihir amat besar. Kaum siluman bernama Demit menghuninya sejak lama. Mereka tinggal di antara manusia, dengan wujud manusia, dengan cara hidup manusia.",2019_Welcome_to_the_Fandom.jpg,True,0.8908,0.6455,oranye,35.94,23.13,129.25,231.22,#e7cc72,oranye,31.49,18.14,216.33,251.5,#fba626,ungu,14.99,144.81,196.73,230.33,#c335e6,hijau,8.8,82.65,206.08,103.9,#146751,putih,8.79,142.31,27.85,241.22,#ead7f1,oranye,23.13,0.6078,2526.0,“Ng  KA ey)  1  me  OME JO  THE FA Dori,7.142.857.142.857.140,,3,person,1,True,True,1,person,flat_graphic,0.7628,0.0516,0.1048,0.0329,0.7628,0.0132,THE FANDE,0.879,full,Merienda,0.2245,script,Over the Rainbow,0.2217,script,Kameron,0.2148,slab_serif,Enriqueta,0.2142,slab_serif,Ultra,0.2125,slab_serif,0.0028,Merienda,Google Fonts,clip,unknown,True,Serif,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/40093379-wesel-pos,Wesel Pos,Ratih Kumala,,2018,Gramedia Pustaka Utama,3.72,1219,346,"Fiksi, Novel, Sastra Indonesia, Cerita Pendek, Novella, Slice of Life, Kontemporer","Ada dua jenis orang yang hidup di Jakarta. Pertama adalah orang sakti, mereka adalah orang yang akan bertahan hidup sebab ‘ilmu’ mereka sudah tinggi. Kedua adalah orang sakit, yang akan mati ditelan kekalahan di kota ini. Elisa datang ke Jakarta membawaku, sebab di atas tubuhku tertulis alamat kakaknya yang selama ini mengiriminya uang melalui aku, si Wesel Pos. Apakah dia akan menjadi orang sakti atau orang sakit? Sungguh tipis perbedaan menjadi sakti dan sakit.",2018_Wesel_Pos.jpg,True,0.8406,0.2446,kuning,55.23,26.27,31.62,250.08,#faf6dc,merah,21.43,6.79,122.84,139.74,#8b5648,oranye,9.46,16.27,122.94,233.49,#e9b57a,hijau,9.15,46.08,52.8,168.28,#96a886,ungu,4.72,138.99,44.53,186.45,#ad9aba,kuning,26.27,0.9965,4530.0,"Ga,  Path Kumala  n  ESEL  £  «A  SN  8  B  Ny  XY  &  Uu,  es  Kan  »  La  UN  me  9  as  i v  2  Me 7  i""  AE  »  con Tene aces)  ma ee  Ia  aK  Ss  20 at  if  yy  “=  Lin  »'s  ge  =  “al  4 4",5.555.555.555.555.550,,0,,0,False,False,0,,hand_drawn,0.858,0.0225,0.858,0.008,0.0563,0.0215,AK7 < G Qtk Vumala,0.394,full,Merienda,0.2462,script,Ruthie,0.2422,script,Caveat Brush,0.2408,script,Niconne,0.2408,script,Over the Rainbow,0.2392,script,0.004,Merienda,Google Fonts,clip,unknown,True,Script,weighted_vote,True
fiksi,https://www.goodreads.com/book/show/13085386-weton-bukan-salah-hari,"Weton, Bukan Salah Hari",Dianing Widya Yudhistira,,2009,Gramedia Widiasarana Indonesia,3.1,10,2,"Sastra Indonesia, Budaya, Fiksi","Nominasi Khatulistiwa Literary Award 2007
Weton adalah hari lahir seseorang dengan pasarannya (Legi, Pahing, Pon, Wage, dan Kliwon). Sebagian orang mempercayai Weton, sebagian lagi mengabaikannya. Bagi yang percaya, Weton sangat penting dan sangat diperhitungkan. Sebaliknya bagi yang tak percaya, Weton tak berarti apa-apa. Semua diserahkan kepada Yang Maha Kuasa.
Pertentangan kedua kubu inilah disajikan Dianing Widya Yudhistira dalam novel terbarunya, Weton. Tokoh Mak sangat percaya pada Weton. Kehidupan dan peruntungan seseorang mutlak ditentukan oleh Weton. Beberapa tokoh dalam novel ini menderita dan sengsara hidupnya karena mengabaikan Weton.
Di pihak lain, tokoh Mukti (putri Mak) tidak percaya pada Weton, tetapi ditentukan oleh Tuhan YME. Namun, pada akhirnya Mukti sendiri sangsi mene","2009_Weton,_Bukan_Salah_Hari.jpg",True,0.7659,0.4207,merah,38.79,173.59,92.5,233.63,#e995a9,merah,34.59,174.19,143.83,155.71,#9b4455,merah,16.32,5.93,42.23,231.21,#e7c7c1,merah,6.42,6.9,128.75,177.47,#b16a58,oranye,3.88,11.53,167.24,43.59,#2b190f,merah,173.59,0.7259,141.0,"TON  ""  5  a)  DIANIN  \ YUOHISTIRA",41.860.465.116.279.000,,2,"person, tv",2,True,False,0,,flat_graphic,0.5353,0.3221,0.0713,0.0056,0.5353,0.0028,WETON BUKAS SAL,0.69,full,Rozha One,0.2676,modern_serif,Be Vietnam Pro,0.2657,sans_serif,Yeseva One,0.2648,modern_serif,Pirata One,0.2484,display,Laila,0.248,slab_serif,0.0019,Rozha One,CLIP_only,clip_unlisted,modern_serif,True,Serif,from_existing,True
